# Grid rel_cutoff vs total energy
# CUTOFF = 550
# Rel_Cutoff (Ry) | Total QMMM (Ha) | NG on grid 1 | NG on grid 2 | NG on grid 3 | NG on grid 4 | NG on grid 5
     30.00  -158.9842662605  1577323  1361101  916897  445677   64322
     40.00  -158.9842103294  1997189  1208772  797700  337725   23934
     50.00  -158.9841065233  2137829  1250892  680381  292778    3440
     60.00  -158.9841065055  2287533  1218486  607256  249605    2440
     70.00  -158.9841065052  2468283  1139667  545735  209195    2440
     80.00  -158.9840755902  2546455  1089557  559852  168056    1400
     90.00  -158.9840741335  2730200  992162  531980  109578    1400
    100.00  -158.9840741335  2847060  903421  533425   81214     200
